i,t,m,age,sex,HH_size
96961,2017,USA,15,Male,6
96962,2017,USA,71,Female,5
96963,2017,USA,6,Female,5
96964,2017,USA,65,Female,1
96965,2017,USA,52,Male,4
96966,2017,USA,25,Female,3
96967,2017,USA,21,Female,6
96968,2017,USA,13,Male,5
96969,2017,USA,38,Male,4
96970,2017,USA,49,Female,5
96971,2017,USA,16,Male,4
96972,2017,USA,62,Female,6
96973,2017,USA,77,Male,2
96974,2017,USA,2,Male,2
96975,2017,USA,30,Female,1
96976,2017,USA,63,Male,3
96977,2017,USA,7,Female,7
96978,2017,USA,60,Male,4
96979,2017,USA,34,Female,4
96980,2017,USA,15,Male,6
96981,2017,USA,13,Male,4
96982,2017,USA,78,Male,7
96983,2017,USA,80,Male,1
96984,2017,USA,38,Female,2
96985,2017,USA,80,Female,1
96986,2017,USA,5.40E-79,Male,5
96987,2017,USA,51,Female,2
96988,2017,USA,3,Male,7
96989,2017,USA,64,Female,2
96990,2017,USA,30,Male,5
96991,2017,USA,4,Female,6
96992,2017,USA,28,Male,4
96993,2017,USA,52,Male,2
96994,2017,USA,61,Male,2
96995,2017,USA,6,Female,5
96996,2017,USA,38,Female,5
96997,2017,USA,9,Male,5
96998,2017,USA,68,Female,1
96999,2017,USA,2,Female,4
97000,2017,USA,33,Male,7
97001,2017,USA,11,Male,6
97002,2017,USA,4,Female,6
97003,2017,USA,20,Male,7
97004,2017,USA,16,Female,5
97005,2017,USA,5.40E-79,Male,6
97006,2017,USA,5,Male,6
97007,2017,USA,6,Male,7
97008,2017,USA,13,Male,6
97009,2017,USA,30,Male,4
97010,2017,USA,36,Female,3
97011,2017,USA,26,Female,5
97012,2017,USA,14,Female,4
97013,2017,USA,50,Male,4
97014,2017,USA,4,Female,5
97015,2017,USA,72,Female,1
97016,2017,USA,4,Female,6
97017,2017,USA,66,Female,2
97018,2017,USA,27,Male,7
97019,2017,USA,44,Male,5
97020,2017,USA,12,Male,7
97021,2017,USA,27,Male,4
97022,2017,USA,46,Male,6
97023,2017,USA,80,Female,1
97024,2017,USA,55,Female,7
97025,2017,USA,36,Female,5
97026,2017,USA,80,Female,1
97027,2017,USA,26,Female,1
97028,2017,USA,17,Male,7
97029,2017,USA,55,Male,1
97030,2017,USA,57,Female,3
97031,2017,USA,70,Male,3
97032,2017,USA,50,Male,5
97033,2017,USA,12,Male,4
97034,2017,USA,31,Female,3
97035,2017,USA,36,Female,5
97036,2017,USA,28,Female,4
97037,2017,USA,32,Male,2
97038,2017,USA,53,Female,2
97039,2017,USA,76,Male,2
97040,2017,USA,58,Female,2
97041,2017,USA,26,Female,4
97042,2017,USA,33,Female,4
97043,2017,USA,17,Female,4
97044,2017,USA,30,Female,2
97045,2017,USA,8,Male,6
97046,2017,USA,61,Male,6
97047,2017,USA,9,Male,3
97048,2017,USA,34,Female,2
97049,2017,USA,52,Male,3
97050,2017,USA,13,Male,7
97051,2017,USA,68,Male,2
97052,2017,USA,7,Male,4
97053,2017,USA,4,Female,4
97054,2017,USA,40,Male,3
97055,2017,USA,53,Male,1
97056,2017,USA,72,Female,1
97057,2017,USA,26,Female,2
97058,2017,USA,80,Female,2
97059,2017,USA,44,Male,3
97060,2017,USA,20,Male,3
97061,2017,USA,1,Male,7
97062,2017,USA,4,Male,5
97063,2017,USA,51,Male,3
97064,2017,USA,24,Male,3
97065,2017,USA,42,Male,6
97066,2017,USA,5.40E-79,Male,7
97067,2017,USA,59,Male,3
97068,2017,USA,2,Female,4
97069,2017,USA,14,Female,7
97070,2017,USA,16,Male,6
97071,2017,USA,31,Female,6
97072,2017,USA,2,Male,3
97073,2017,USA,44,Male,5
97074,2017,USA,5.40E-79,Female,4
97075,2017,USA,18,Female,3
97076,2017,USA,19,Male,4
97077,2017,USA,52,Female,3
97078,2017,USA,28,Female,2
97079,2017,USA,5,Female,4
97080,2017,USA,80,Female,2
97081,2017,USA,41,Female,1
97082,2017,USA,5.40E-79,Female,4
97083,2017,USA,5.40E-79,Male,2
97084,2017,USA,2,Male,3
97085,2017,USA,5.40E-79,Female,3
97086,2017,USA,5.40E-79,Female,3
97087,2017,USA,7,Female,4
97088,2017,USA,60,Male,1
97089,2017,USA,80,Female,1
97090,2017,USA,10,Male,5
97091,2017,USA,9,Female,4
97092,2017,USA,31,Female,3
97093,2017,USA,35,Female,6
97094,2017,USA,30,Female,3
97095,2017,USA,44,Female,3
97096,2017,USA,69,Female,1
97097,2017,USA,53,Male,5
97098,2017,USA,19,Male,5
97099,2017,USA,77,Female,2
97100,2017,USA,22,Female,3
97101,2017,USA,2,Female,3
97102,2017,USA,70,Female,4
97103,2017,USA,31,Female,4
97104,2017,USA,38,Male,6
97105,2017,USA,56,Male,2
97106,2017,USA,20,Female,3
97107,2017,USA,49,Male,2
97108,2017,USA,51,Male,4
97109,2017,USA,74,Female,2
97110,2017,USA,10,Male,5
97111,2017,USA,43,Male,6
97112,2017,USA,16,Male,4
97113,2017,USA,2,Female,3
97114,2017,USA,17,Female,3
97115,2017,USA,65,Male,5
97116,2017,USA,23,Female,4
97117,2017,USA,63,Female,1
97118,2017,USA,72,Male,2
97119,2017,USA,3,Female,5
97120,2017,USA,80,Female,3
97121,2017,USA,44,Female,3
97122,2017,USA,29,Female,2
97123,2017,USA,45,Female,5
97124,2017,USA,62,Female,1
97125,2017,USA,57,Male,2
97126,2017,USA,3,Male,4
97127,2017,USA,19,Male,5
97128,2017,USA,29,Female,4
97129,2017,USA,40,Female,2
97130,2017,USA,19,Male,6
97131,2017,USA,53,Female,2
97132,2017,USA,5.40E-79,Female,4
97133,2017,USA,65,Female,7
97134,2017,USA,5.40E-79,Female,5
97135,2017,USA,14,Male,7
97136,2017,USA,5.40E-79,Male,4
97137,2017,USA,39,Female,2
97138,2017,USA,47,Female,3
97139,2017,USA,29,Male,6
97140,2017,USA,43,Female,5
97141,2017,USA,11,Male,4
97142,2017,USA,44,Female,5
97143,2017,USA,61,Male,3
97144,2017,USA,18,Male,7
97145,2017,USA,46,Female,4
97146,2017,USA,19,Female,4
97147,2017,USA,37,Female,5
97148,2017,USA,4,Female,3
97149,2017,USA,66,Female,4
97150,2017,USA,58,Male,3
97151,2017,USA,6,Female,3
97152,2017,USA,45,Female,3
97153,2017,USA,30,Male,2
97154,2017,USA,3,Male,6
97155,2017,USA,52,Male,1
97156,2017,USA,45,Female,3
97157,2017,USA,23,Male,3
97158,2017,USA,1,Male,3
97159,2017,USA,6,Female,6
97160,2017,USA,16,Female,3
97161,2017,USA,60,Male,2
97162,2017,USA,56,Female,2
97163,2017,USA,55,Male,5
97164,2017,USA,62,Male,1
97165,2017,USA,66,Female,3
97166,2017,USA,40,Female,6
97167,2017,USA,13,Female,5
97168,2017,USA,54,Male,2
97169,2017,USA,67,Female,5
97170,2017,USA,10,Male,6
97171,2017,USA,74,Female,4
97172,2017,USA,6,Female,4
97173,2017,USA,18,Female,3
97174,2017,USA,26,Female,2
97175,2017,USA,7,Male,3
97176,2017,USA,58,Female,3
97177,2017,USA,41,Male,3
97178,2017,USA,55,Female,2
97179,2017,USA,13,Female,4
97180,2017,USA,80,Female,2
97181,2017,USA,65,Male,4
97182,2017,USA,19,Male,1
97183,2017,USA,27,Female,2
97184,2017,USA,19,Female,5
97185,2017,USA,9,Female,6
97186,2017,USA,46,Male,3
97187,2017,USA,14,Male,4
97188,2017,USA,80,Female,2
97189,2017,USA,71,Male,3
97190,2017,USA,5.40E-79,Female,5
97191,2017,USA,44,Female,4
97192,2017,USA,67,Female,2
97193,2017,USA,28,Male,2
97194,2017,USA,69,Male,3
97195,2017,USA,5.40E-79,Male,4
97196,2017,USA,1,Female,4
97197,2017,USA,61,Female,2
97198,2017,USA,73,Female,1
97199,2017,USA,15,Male,5
97200,2017,USA,56,Male,2
97201,2017,USA,60,Male,1
97202,2017,USA,6,Male,5
97203,2017,USA,5.40E-79,Male,3
97204,2017,USA,80,Female,2
97205,2017,USA,1,Female,6
97206,2017,USA,69,Male,2
97207,2017,USA,2,Female,6
97208,2017,USA,30,Male,6
97209,2017,USA,71,Female,2
97210,2017,USA,47,Male,5
97211,2017,USA,54,Female,2
97212,2017,USA,13,Male,5
97213,2017,USA,7,Female,3
97214,2017,USA,5.40E-79,Male,3
97215,2017,USA,71,Female,2
97216,2017,USA,69,Female,2
97217,2017,USA,29,Female,5
97218,2017,USA,15,Male,7
97219,2017,USA,10,Male,4
97220,2017,USA,11,Male,7
97221,2017,USA,78,Male,4
97222,2017,USA,53,Female,2
97223,2017,USA,26,Male,3
97224,2017,USA,72,Female,2
97225,2017,USA,80,Female,2
97226,2017,USA,1,Female,5
97227,2017,USA,4,Female,4
97228,2017,USA,49,Male,5
97229,2017,USA,80,Female,2
97230,2017,USA,10,Male,7
97231,2017,USA,27,Female,3
97232,2017,USA,16,Male,3
97233,2017,USA,69,Male,2
97234,2017,USA,32,Female,5
97235,2017,USA,35,Female,2
97236,2017,USA,45,Male,4
97237,2017,USA,80,Female,1
97238,2017,USA,8,Female,4
97239,2017,USA,13,Female,4
97240,2017,USA,17,Female,4
97241,2017,USA,16,Male,3
97242,2017,USA,75,Male,2
97243,2017,USA,9,Female,2
97244,2017,USA,13,Female,5
97245,2017,USA,39,Male,6
97246,2017,USA,6,Female,4
97247,2017,USA,45,Male,3
97248,2017,USA,68,Female,5
97249,2017,USA,20,Female,4
97250,2017,USA,32,Male,1
97251,2017,USA,41,Male,6
97252,2017,USA,69,Female,1
97253,2017,USA,57,Female,2
97254,2017,USA,1,Male,7
97255,2017,USA,29,Male,2
97256,2017,USA,57,Male,2
97257,2017,USA,26,Female,5
97258,2017,USA,13,Female,7
97259,2017,USA,57,Male,3
97260,2017,USA,45,Female,4
97261,2017,USA,19,Male,1
97262,2017,USA,16,Female,7
97263,2017,USA,41,Female,4
97264,2017,USA,67,Female,2
97265,2017,USA,8,Male,5
97266,2017,USA,43,Male,6
97267,2017,USA,6,Male,5
97268,2017,USA,80,Male,2
97269,2017,USA,10,Female,2
97270,2017,USA,36,Female,4
97271,2017,USA,7,Female,6
97272,2017,USA,80,Female,1
97273,2017,USA,12,Male,5
97274,2017,USA,80,Male,1
97275,2017,USA,39,Female,5
97276,2017,USA,5.40E-79,Female,4
97277,2017,USA,47,Male,1
97278,2017,USA,27,Female,3
97279,2017,USA,17,Female,3
97280,2017,USA,48,Male,2
97281,2017,USA,11,Female,3
97282,2017,USA,65,Female,7
97283,2017,USA,52,Male,4
97284,2017,USA,52,Female,1
97285,2017,USA,19,Male,3
97286,2017,USA,2,Male,4
97287,2017,USA,17,Female,3
97288,2017,USA,3,Female,2
97289,2017,USA,48,Female,2
97290,2017,USA,11,Male,3
97291,2017,USA,11,Female,7
97292,2017,USA,15,Male,6
97293,2017,USA,27,Female,4
97294,2017,USA,5.40E-79,Male,5
97295,2017,USA,2,Female,4
97296,2017,USA,2,Male,3
97297,2017,USA,62,Female,4
97298,2017,USA,14,Female,7
97299,2017,USA,59,Male,1
97300,2017,USA,5.40E-79,Male,7
97301,2017,USA,64,Male,3
97302,2017,USA,12,Male,3
97303,2017,USA,8,Female,4
97304,2017,USA,26,Female,6
97305,2017,USA,64,Male,1
97306,2017,USA,20,Female,6
97307,2017,USA,63,Male,1
97308,2017,USA,51,Female,1
97309,2017,USA,2,Female,4
97310,2017,USA,2,Female,7
97311,2017,USA,1,Male,4
97312,2017,USA,5,Female,3
97313,2017,USA,18,Female,3
97314,2017,USA,29,Female,7
97315,2017,USA,13,Male,5
97316,2017,USA,27,Male,3
97317,2017,USA,5.40E-79,Female,5
97318,2017,USA,5.40E-79,Female,5
97319,2017,USA,32,Male,4
97320,2017,USA,65,Male,2
97321,2017,USA,37,Male,4
97322,2017,USA,32,Female,2
97323,2017,USA,67,Female,1
97324,2017,USA,19,Female,7
97325,2017,USA,27,Female,4
97326,2017,USA,64,Male,4
97327,2017,USA,76,Male,1
97328,2017,USA,9,Female,5
97329,2017,USA,17,Female,4
97330,2017,USA,72,Male,3
97331,2017,USA,3,Female,4
97332,2017,USA,80,Female,2
97333,2017,USA,48,Female,3
97334,2017,USA,72,Female,2
97335,2017,USA,12,Female,3
97336,2017,USA,58,Female,2
97337,2017,USA,71,Male,1
97338,2017,USA,37,Female,6
97339,2017,USA,80,Male,2
97340,2017,USA,9,Female,5
97341,2017,USA,9,Male,6
97342,2017,USA,50,Female,2
97343,2017,USA,57,Female,2
97344,2017,USA,11,Male,6
97345,2017,USA,18,Male,2
97346,2017,USA,4,Female,5
97347,2017,USA,5.40E-79,Male,7
97348,2017,USA,68,Female,2
97349,2017,USA,31,Female,4
97350,2017,USA,10,Female,5
97351,2017,USA,12,Female,5
97352,2017,USA,45,Male,5
97353,2017,USA,80,Male,1
97354,2017,USA,31,Female,4
97355,2017,USA,5.40E-79,Female,3
97356,2017,USA,29,Female,2
97357,2017,USA,62,Male,3
97358,2017,USA,16,Female,4
97359,2017,USA,17,Female,4
97360,2017,USA,63,Male,5
97361,2017,USA,54,Male,2
97362,2017,USA,22,Male,2
97363,2017,USA,4,Male,5
97364,2017,USA,33,Female,4
97365,2017,USA,49,Female,7
97366,2017,USA,11,Male,5
97367,2017,USA,61,Female,2
97368,2017,USA,9,Female,3
97369,2017,USA,54,Female,2
97370,2017,USA,62,Female,2
97371,2017,USA,57,Female,2
97372,2017,USA,17,Female,4
97373,2017,USA,41,Female,2
97374,2017,USA,65,Male,3
97375,2017,USA,71,Male,1
97376,2017,USA,80,Female,1
97377,2017,USA,15,Female,3
97378,2017,USA,19,Female,5
97379,2017,USA,38,Male,6
97380,2017,USA,22,Male,7
97381,2017,USA,69,Male,3
97382,2017,USA,36,Male,5
97383,2017,USA,54,Male,5
97384,2017,USA,31,Male,4
97385,2017,USA,12,Female,5
97386,2017,USA,60,Male,4
97387,2017,USA,13,Male,5
97388,2017,USA,66,Female,1
97389,2017,USA,80,Male,2
97390,2017,USA,76,Male,2
97391,2017,USA,67,Male,6
97392,2017,USA,19,Female,3
97393,2017,USA,3,Male,3
97394,2017,USA,15,Male,4
97395,2017,USA,16,Male,3
97396,2017,USA,47,Male,3
97397,2017,USA,80,Female,1
97398,2017,USA,69,Male,2
97399,2017,USA,6,Female,5
97400,2017,USA,19,Male,3
97401,2017,USA,10,Male,5
97402,2017,USA,23,Female,4
97403,2017,USA,80,Male,2
97404,2017,USA,9,Female,7
97405,2017,USA,4,Female,4
97406,2017,USA,7,Female,7
97407,2017,USA,55,Male,4
97408,2017,USA,67,Male,2
97409,2017,USA,32,Male,2
97410,2017,USA,46,Female,4
97411,2017,USA,15,Female,5
97412,2017,USA,73,Male,2
97413,2017,USA,9,Male,2
97414,2017,USA,3,Male,4
97415,2017,USA,54,Male,3
97416,2017,USA,9,Male,2
97417,2017,USA,77,Female,2
97418,2017,USA,47,Female,6
97419,2017,USA,55,Female,2
97420,2017,USA,51,Male,4
97421,2017,USA,6,Female,5
97422,2017,USA,80,Male,2
97423,2017,USA,32,Female,7
97424,2017,USA,38,Female,7
97425,2017,USA,19,Male,2
97426,2017,USA,4,Male,7
97427,2017,USA,9,Male,3
97428,2017,USA,77,Male,5
97429,2017,USA,51,Male,5
97430,2017,USA,32,Male,4
97431,2017,USA,11,Female,3
97432,2017,USA,19,Male,2
97433,2017,USA,4,Female,4
97434,2017,USA,5.40E-79,Female,5
97435,2017,USA,4,Male,4
97436,2017,USA,45,Male,4
97437,2017,USA,48,Male,3
97438,2017,USA,11,Male,3
97439,2017,USA,3,Male,3
97440,2017,USA,7,Female,4
97441,2017,USA,61,Male,2
97442,2017,USA,6,Female,6
97443,2017,USA,56,Female,1
97444,2017,USA,58,Male,4
97445,2017,USA,51,Male,1
97446,2017,USA,52,Male,2
97447,2017,USA,57,Female,2
97448,2017,USA,15,Male,4
97449,2017,USA,37,Female,3
97450,2017,USA,27,Female,1
97451,2017,USA,34,Female,7
97452,2017,USA,47,Female,4
97453,2017,USA,67,Male,4
97454,2017,USA,9,Male,7
97455,2017,USA,80,Female,1
97456,2017,USA,38,Female,2
97457,2017,USA,4,Female,4
97458,2017,USA,35,Female,4
97459,2017,USA,1,Male,3
97460,2017,USA,61,Female,1
97461,2017,USA,5,Female,5
97462,2017,USA,50,Male,2
97463,2017,USA,34,Female,3
97464,2017,USA,55,Male,3
97465,2017,USA,38,Male,7
97466,2017,USA,4,Female,6
97467,2017,USA,9,Female,7
97468,2017,USA,46,Male,3
97469,2017,USA,28,Female,6
97470,2017,USA,8,Female,5
97471,2017,USA,80,Female,2
97472,2017,USA,57,Male,4
97473,2017,USA,53,Male,3
97474,2017,USA,20,Male,4
97475,2017,USA,11,Male,4
97476,2017,USA,5.40E-79,Female,7
97477,2017,USA,11,Female,4
97478,2017,USA,47,Female,6
97479,2017,USA,2,Female,7
97480,2017,USA,5.40E-79,Female,3
97481,2017,USA,80,Male,5
97482,2017,USA,70,Female,1
97483,2017,USA,19,Male,2
97484,2017,USA,56,Male,5
97485,2017,USA,33,Female,4
97486,2017,USA,69,Female,1
97487,2017,USA,53,Female,4
97488,2017,USA,80,Female,1
97489,2017,USA,2,Female,4
97490,2017,USA,17,Male,4
97491,2017,USA,4,Female,5
97492,2017,USA,45,Male,6
97493,2017,USA,2,Female,4
97494,2017,USA,9,Female,5
97495,2017,USA,43,Female,5
97496,2017,USA,11,Female,4
97497,2017,USA,24,Male,3
97498,2017,USA,11,Female,5
97499,2017,USA,4,Female,6
97500,2017,USA,74,Female,1
97501,2017,USA,54,Female,4
97502,2017,USA,80,Male,2
97503,2017,USA,9,Male,4
97504,2017,USA,10,Male,4
97505,2017,USA,73,Male,1
97506,2017,USA,69,Male,4
97507,2017,USA,20,Female,4
97508,2017,USA,29,Male,2
97509,2017,USA,47,Female,4
97510,2017,USA,61,Female,3
97511,2017,USA,4,Male,3
97512,2017,USA,80,Male,2
97513,2017,USA,54,Male,2
97514,2017,USA,7,Female,6
97515,2017,USA,69,Female,2
97516,2017,USA,62,Female,2
97517,2017,USA,16,Male,6
97518,2017,USA,80,Male,2
97519,2017,USA,33,Male,2
97520,2017,USA,57,Female,1
97521,2017,USA,53,Male,4
97522,2017,USA,20,Female,3
97523,2017,USA,80,Male,1
97524,2017,USA,44,Female,5
97525,2017,USA,11,Female,6
97526,2017,USA,33,Female,5
97527,2017,USA,63,Male,3
97528,2017,USA,12,Female,3
97529,2017,USA,5,Female,4
97530,2017,USA,11,Female,3
97531,2017,USA,23,Female,2
97532,2017,USA,28,Male,4
97533,2017,USA,30,Male,2
97534,2017,USA,5.40E-79,Male,7
97535,2017,USA,63,Female,2
97536,2017,USA,80,Male,2
97537,2017,USA,39,Female,3
97538,2017,USA,54,Female,5
97539,2017,USA,41,Male,4
97540,2017,USA,2,Female,6
97541,2017,USA,38,Male,1
97542,2017,USA,7,Female,5
97543,2017,USA,5.40E-79,Male,4
97544,2017,USA,19,Male,3
97545,2017,USA,12,Female,5
97546,2017,USA,5,Male,4
97547,2017,USA,11,Female,4
97548,2017,USA,50,Female,1
97549,2017,USA,13,Female,3
97550,2017,USA,47,Female,5
97551,2017,USA,13,Female,4
97552,2017,USA,12,Female,6
97553,2017,USA,5.40E-79,Female,4
97554,2017,USA,49,Male,7
97555,2017,USA,48,Female,4
97556,2017,USA,1,Male,6
97557,2017,USA,64,Female,3
97558,2017,USA,56,Female,2
97559,2017,USA,5.40E-79,Male,2
97560,2017,USA,55,Male,5
97561,2017,USA,46,Male,6
97562,2017,USA,8,Male,4
97563,2017,USA,61,Female,5
97564,2017,USA,15,Male,3
97565,2017,USA,5.40E-79,Male,5
97566,2017,USA,5.40E-79,Male,5
97567,2017,USA,1,Female,4
97568,2017,USA,41,Male,2
97569,2017,USA,42,Male,5
97570,2017,USA,50,Female,2
97571,2017,USA,54,Male,2
97572,2017,USA,50,Male,4
97573,2017,USA,62,Female,2
97574,2017,USA,44,Female,4
97575,2017,USA,24,Female,3
97576,2017,USA,32,Male,1
97577,2017,USA,56,Female,1
97578,2017,USA,41,Male,6
97579,2017,USA,2,Female,4
97580,2017,USA,26,Male,4
97581,2017,USA,23,Male,4
97582,2017,USA,63,Male,2
97583,2017,USA,9,Female,4
97584,2017,USA,15,Female,4
97585,2017,USA,21,Male,5
97586,2017,USA,8,Female,5
97587,2017,USA,8,Female,5
97588,2017,USA,56,Male,4
97589,2017,USA,19,Female,2
97590,2017,USA,69,Male,3
97591,2017,USA,29,Male,2
97592,2017,USA,63,Male,5
97593,2017,USA,60,Female,2
97594,2017,USA,56,Female,2
97595,2017,USA,36,Male,3
97596,2017,USA,13,Female,4
97597,2017,USA,77,Female,6
97598,2017,USA,40,Female,4
97599,2017,USA,1,Male,7
97600,2017,USA,23,Female,3
97601,2017,USA,22,Female,6
97602,2017,USA,40,Female,6
97603,2017,USA,39,Male,4
97604,2017,USA,2,Male,7
97605,2017,USA,67,Female,1
97606,2017,USA,80,Female,2
97607,2017,USA,16,Male,5
97608,2017,USA,79,Male,3
97609,2017,USA,66,Male,2
97610,2017,USA,28,Male,4
97611,2017,USA,68,Male,3
97612,2017,USA,5.40E-79,Male,3
97613,2017,USA,7,Female,6
97614,2017,USA,3,Female,4
97615,2017,USA,46,Male,1
97616,2017,USA,2,Female,4
97617,2017,USA,30,Male,3
97618,2017,USA,64,Male,2
97619,2017,USA,65,Male,2
97620,2017,USA,41,Female,5
97621,2017,USA,19,Female,6
97622,2017,USA,8,Male,4
97623,2017,USA,71,Female,2
97624,2017,USA,32,Female,2
97625,2017,USA,13,Male,4
97626,2017,USA,73,Female,1
97627,2017,USA,34,Female,5
97628,2017,USA,5.40E-79,Male,5
97629,2017,USA,33,Female,5
97630,2017,USA,78,Female,2
97631,2017,USA,18,Female,6
97632,2017,USA,11,Male,7
97633,2017,USA,23,Male,3
97634,2017,USA,5.40E-79,Male,4
97635,2017,USA,56,Female,4
97636,2017,USA,5.40E-79,Female,4
97637,2017,USA,1,Female,4
97638,2017,USA,51,Male,1
97639,2017,USA,60,Male,1
97640,2017,USA,41,Male,6
97641,2017,USA,49,Female,3
97642,2017,USA,74,Male,2
97643,2017,USA,40,Female,3
97644,2017,USA,24,Male,5
97645,2017,USA,1,Male,3
97646,2017,USA,9,Female,5
97647,2017,USA,14,Female,3
97648,2017,USA,32,Female,3
97649,2017,USA,70,Female,1
97650,2017,USA,69,Female,1
97651,2017,USA,15,Female,2
97652,2017,USA,17,Male,4
97653,2017,USA,2,Female,4
97654,2017,USA,2,Female,3
97655,2017,USA,5.40E-79,Male,5
97656,2017,USA,60,Male,2
97657,2017,USA,60,Female,2
97658,2017,USA,5,Female,7
97659,2017,USA,46,Male,3
97660,2017,USA,5,Female,4
97661,2017,USA,38,Female,3
97662,2017,USA,73,Male,2
97663,2017,USA,2,Male,4
97664,2017,USA,10,Male,4
97665,2017,USA,2,Female,4
97666,2017,USA,69,Male,2
97667,2017,USA,62,Female,2
97668,2017,USA,77,Male,1
97669,2017,USA,15,Female,4
97670,2017,USA,27,Female,4
97671,2017,USA,20,Female,7
97672,2017,USA,45,Female,3
97673,2017,USA,5.40E-79,Male,4
97674,2017,USA,9,Female,5
97675,2017,USA,41,Female,4
97676,2017,USA,63,Male,2
97677,2017,USA,7,Male,4
97678,2017,USA,11,Male,6
97679,2017,USA,4,Female,5
97680,2017,USA,5.40E-79,Male,3
97681,2017,USA,5,Male,7
97682,2017,USA,53,Male,2
97683,2017,USA,49,Female,3
97684,2017,USA,47,Female,3
97685,2017,USA,23,Male,2
97686,2017,USA,8,Female,5
97687,2017,USA,23,Male,3
97688,2017,USA,56,Female,1
97689,2017,USA,60,Male,2
97690,2017,USA,2,Female,6
97691,2017,USA,29,Female,1
97692,2017,USA,31,Male,3
97693,2017,USA,80,Male,1
97694,2017,USA,19,Female,7
97695,2017,USA,52,Female,2
97696,2017,USA,15,Male,3
97697,2017,USA,67,Male,2
97698,2017,USA,47,Female,4
97699,2017,USA,55,Female,5
97700,2017,USA,5,Female,7
97701,2017,USA,42,Male,3
97702,2017,USA,21,Female,5
97703,2017,USA,35,Male,6
97704,2017,USA,54,Female,3
97705,2017,USA,33,Female,3
97706,2017,USA,50,Male,5
97707,2017,USA,6,Female,5
97708,2017,USA,76,Male,1
97709,2017,USA,22,Female,7
97710,2017,USA,5,Female,3
97711,2017,USA,80,Female,4
97712,2017,USA,69,Female,1
97713,2017,USA,80,Female,1
97714,2017,USA,47,Male,3
97715,2017,USA,11,Male,5
97716,2017,USA,29,Female,2
97717,2017,USA,12,Male,4
97718,2017,USA,1,Female,4
97719,2017,USA,80,Male,1
97720,2017,USA,15,Male,4
97721,2017,USA,1,Female,7
97722,2017,USA,24,Female,2
97723,2017,USA,19,Female,7
97724,2017,USA,80,Male,1
97725,2017,USA,1,Female,6
97726,2017,USA,39,Female,5
97727,2017,USA,53,Male,3
97728,2017,USA,79,Male,2
97729,2017,USA,16,Female,3
97730,2017,USA,19,Female,7
97731,2017,USA,1,Female,3
97732,2017,USA,10,Female,4
97733,2017,USA,5.40E-79,Female,7
97734,2017,USA,1,Male,5
97735,2017,USA,30,Male,3
97736,2017,USA,9,Male,3
97737,2017,USA,57,Male,2
97738,2017,USA,1,Female,5
97739,2017,USA,36,Female,3
97740,2017,USA,52,Female,7
97741,2017,USA,36,Female,1
97742,2017,USA,12,Female,4
97743,2017,USA,46,Female,3
97744,2017,USA,55,Male,5
97745,2017,USA,66,Male,2
97746,2017,USA,71,Male,2
97747,2017,USA,47,Male,5
97748,2017,USA,50,Female,3
97749,2017,USA,5.40E-79,Male,6
97750,2017,USA,67,Male,1
97751,2017,USA,54,Female,4
97752,2017,USA,77,Male,2
97753,2017,USA,62,Male,2
97754,2017,USA,12,Male,4
97755,2017,USA,13,Female,4
97756,2017,USA,23,Female,2
97757,2017,USA,5.40E-79,Male,6
97758,2017,USA,54,Female,2
